manual_score_id,manual_file_path,manual_source_row,sample_id,case_id,source_item_id,model_name,dataset_version,prompt_style,expected_output_pair_available,expected_output_file_paths,identity_candidate_count,row_order_candidate_count,metadata_filtered_candidate_count,eligible_candidate_count,proposed_link_method
332,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
333,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
334,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
335,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
336,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
337,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
338,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
339,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
340,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
341,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
342,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
343,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
344,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
345,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
346,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
347,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
348,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
349,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
350,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
351,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
352,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
353,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
354,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
355,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
356,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
357,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
358,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
359,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
360,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
361,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
362,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
363,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
364,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
365,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,qwen3.7-max,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
